MSTRG.2	Zm00001d027230
MSTRG.34697	Zm00001d013768
MSTRG.34698	Zm00001d013769
MSTRG.34699	Zm00001d013770
MSTRG.34700	Zm00001d013771
MSTRG.34701	Zm00001d013773
MSTRG.34703	Zm00001d013775
MSTRG.34704	Zm00001d013776
MSTRG.34705	Zm00001d013786
MSTRG.34706	Zm00001d013778
MSTRG.34707	Zm00001d013779
MSTRG.34708	Zm00001d013787
MSTRG.34709	Zm00001d013780
MSTRG.34710	Zm00001d013781
MSTRG.34711	Zm00001d013782
MSTRG.34712	Zm00001d013783
MSTRG.34713	Zm00001d013784
MSTRG.34715	Zm00001d013785
MSTRG.34718	Zm00001d013788
MSTRG.34719	Zm00001d013790
MSTRG.34720	Zm00001d013795
MSTRG.34721	Zm00001d013798
MSTRG.34722	Zm00001d013792
MSTRG.34723	Zm00001d013793
MSTRG.34725	Zm00001d013794
MSTRG.34726	Zm00001d013796
MSTRG.34727	Zm00001d013797
MSTRG.34731	Zm00001d013799
MSTRG.34732	Zm00001d013800
MSTRG.34733	Zm00001d013801
MSTRG.34734	Zm00001d013446
MSTRG.34735	Zm00001d013442
MSTRG.34736	Zm00001d013443
MSTRG.34737	Zm00001d013444
MSTRG.34738	Zm00001d013445
MSTRG.34740	Zm00001d013447
MSTRG.34741	Zm00001d013461
MSTRG.34742	Zm00001d013448
MSTRG.34743	Zm00001d013449
MSTRG.34744	Zm00001d013450
MSTRG.34746	Zm00001d013452
MSTRG.34747	Zm00001d013465
MSTRG.34748	Zm00001d013451
MSTRG.34749	Zm00001d013453
MSTRG.34753	Zm00001d013454
MSTRG.34754	Zm00001d013455
MSTRG.34755	Zm00001d013456
MSTRG.34757	Zm00001d013457
MSTRG.34758	Zm00001d013458
MSTRG.34760	Zm00001d013459
MSTRG.34761	Zm00001d013460
MSTRG.34763	Zm00001d013463
MSTRG.34764	Zm00001d013471
MSTRG.34767	Zm00001d013466
MSTRG.34768	Zm00001d013467
MSTRG.34769	Zm00001d013468
MSTRG.34770	Zm00001d013469
MSTRG.34771	Zm00001d013470
MSTRG.34772	Zm00001d013472
MSTRG.34773	Zm00001d013473
MSTRG.34774	Zm00001d013475
MSTRG.34775	Zm00001d013476
MSTRG.34776	Zm00001d013477
MSTRG.34779	Zm00001d013478
MSTRG.34780	Zm00001d013497
MSTRG.34781	Zm00001d013494
MSTRG.34783	Zm00001d013480
MSTRG.34784	Zm00001d013481
MSTRG.34785	Zm00001d013482
MSTRG.34786	Zm00001d013483
MSTRG.34787	Zm00001d013484
MSTRG.34789	Zm00001d013485
MSTRG.34790	Zm00001d013486
MSTRG.34791	Zm00001d013487
MSTRG.34793	Zm00001d013489
MSTRG.34794	Zm00001d013488
MSTRG.34795	Zm00001d013498
MSTRG.34796	Zm00001d013490
MSTRG.34797	Zm00001d013491
MSTRG.34798	Zm00001d013492
MSTRG.34799	Zm00001d013493
MSTRG.34803	Zm00001d013495
MSTRG.34804	Zm00001d013496
MSTRG.34805	Zm00001d013507
MSTRG.34806	Zm00001d013509
MSTRG.34807	Zm00001d013499
MSTRG.34808	Zm00001d013500
MSTRG.34809	Zm00001d013501
MSTRG.34810	Zm00001d013502
MSTRG.34811	Zm00001d013503
MSTRG.34812	Zm00001d013504
MSTRG.34813	Zm00001d013505
MSTRG.34814	Zm00001d013506
MSTRG.34815	Zm00001d013508
MSTRG.34819	Zm00001d013510
MSTRG.34821	Zm00001d013841
MSTRG.34823	Zm00001d013804
MSTRG.34826	Zm00001d013806
MSTRG.34827	Zm00001d013808
MSTRG.34828	Zm00001d013809
MSTRG.34830	Zm00001d013810
MSTRG.34831	Zm00001d013811
MSTRG.34832	Zm00001d013820
MSTRG.34833	Zm00001d013812
MSTRG.34835	Zm00001d013814
MSTRG.34836	Zm00001d013815
MSTRG.34837	Zm00001d013816
MSTRG.34838	Zm00001d013817
MSTRG.34839	Zm00001d013818
MSTRG.34840	Zm00001d013828
MSTRG.34840	Zm00001d013829
MSTRG.34841	Zm00001d013819
MSTRG.34842	Zm00001d013821
MSTRG.34843	Zm00001d013822
MSTRG.34844	Zm00001d013823
MSTRG.34845	Zm00001d013824
MSTRG.34846	Zm00001d013825
MSTRG.34847	Zm00001d013827
MSTRG.34850	Zm00001d013834
MSTRG.34851	Zm00001d013830
MSTRG.34852	Zm00001d013831
MSTRG.34853	Zm00001d013832
MSTRG.34854	Zm00001d013835
MSTRG.34855	Zm00001d013836
MSTRG.34856	Zm00001d013840
MSTRG.34857	Zm00001d013838
MSTRG.34858	Zm00001d013839
MSTRG.34860	Zm00001d013842
MSTRG.34862	Zm00001d013844
MSTRG.34863	Zm00001d013845
MSTRG.34864	Zm00001d013849
MSTRG.34867	Zm00001d013847
MSTRG.34869	Zm00001d013614
MSTRG.34871	Zm00001d013615
MSTRG.34872	Zm00001d013616
MSTRG.34873	Zm00001d013617
MSTRG.34874	Zm00001d013626
MSTRG.34876	Zm00001d013618
MSTRG.34877	Zm00001d013619
MSTRG.34878	Zm00001d013620
MSTRG.34879	Zm00001d013621
MSTRG.34880	Zm00001d013622
MSTRG.34882	Zm00001d013624
MSTRG.34884	Zm00001d013625
MSTRG.34885	Zm00001d013638
MSTRG.34886	Zm00001d013631
MSTRG.34886	Zm00001d013632
MSTRG.34887	Zm00001d013627
MSTRG.34888	Zm00001d013628
MSTRG.34889	Zm00001d013629
MSTRG.34890	Zm00001d013630
MSTRG.34892	Zm00001d013633
MSTRG.34893	Zm00001d013635
MSTRG.34893	Zm00001d013645
MSTRG.34894	Zm00001d013636
MSTRG.34895	Zm00001d013637
MSTRG.34897	Zm00001d013639
MSTRG.34898	Zm00001d013641
MSTRG.34899	Zm00001d013644
MSTRG.34899	Zm00001d013655
MSTRG.34901	Zm00001d013642
MSTRG.34902	Zm00001d013643
MSTRG.34904	Zm00001d013646
MSTRG.34905	Zm00001d013647
MSTRG.34906	Zm00001d013648
MSTRG.34908	Zm00001d013649
MSTRG.34909	Zm00001d013650
MSTRG.34910	Zm00001d013651
MSTRG.34911	Zm00001d013652
MSTRG.34912	Zm00001d013653
MSTRG.34913	Zm00001d013654
MSTRG.34914	Zm00001d013656
MSTRG.34915	Zm00001d013657
MSTRG.34916	Zm00001d013658
MSTRG.34920	Zm00001d013659
MSTRG.34921	Zm00001d013669
MSTRG.34922	Zm00001d013660
MSTRG.34923	Zm00001d013661
MSTRG.34923	Zm00001d013662
MSTRG.34925	Zm00001d013663
MSTRG.34926	Zm00001d013667
MSTRG.34927	Zm00001d013664
MSTRG.34928	Zm00001d013672
MSTRG.34929	Zm00001d013666
MSTRG.34930	Zm00001d013668
MSTRG.34931	Zm00001d013670
MSTRG.34932	Zm00001d013671
MSTRG.34933	Zm00001d013673
MSTRG.34935	Zm00001d013674
MSTRG.34936	Zm00001d013675
MSTRG.34937	Zm00001d013680
MSTRG.34938	Zm00001d013676
MSTRG.34939	Zm00001d013677
MSTRG.34940	Zm00001d013678
MSTRG.34941	Zm00001d013912
MSTRG.34944	Zm00001d013913
MSTRG.34945	Zm00001d013934
MSTRG.34946	Zm00001d013933
MSTRG.34949	Zm00001d013914
MSTRG.34952	Zm00001d013915
MSTRG.34953	Zm00001d013916
MSTRG.34954	Zm00001d013917
MSTRG.34956	Zm00001d013920
MSTRG.34959	Zm00001d013918
MSTRG.34960	Zm00001d013919
MSTRG.34961	Zm00001d013927
MSTRG.34962	Zm00001d013921
MSTRG.34964	Zm00001d013922
MSTRG.34965	Zm00001d013923
MSTRG.34966	Zm00001d013924
MSTRG.34968	Zm00001d013926
MSTRG.34971	Zm00001d013929
MSTRG.34972	Zm00001d013935
MSTRG.34973	Zm00001d013960
MSTRG.34976	Zm00001d013962
MSTRG.34977	Zm00001d013963
MSTRG.34980	Zm00001d013966
MSTRG.34981	Zm00001d013964
MSTRG.34984	Zm00001d013968
MSTRG.34985	Zm00001d013970
MSTRG.34986	Zm00001d013969
MSTRG.34988	Zm00001d013971
MSTRG.34989	Zm00001d013967
MSTRG.34994	Zm00001d013981
MSTRG.34995	Zm00001d013982
MSTRG.34997	Zm00001d013973
MSTRG.34998	Zm00001d013974
MSTRG.35001	Zm00001d013975
MSTRG.35002	Zm00001d013976
MSTRG.35003	Zm00001d013977
MSTRG.35004	Zm00001d013979
MSTRG.35006	Zm00001d013983
MSTRG.35006	Zm00001d013984
MSTRG.35016	Zm00001d013945
MSTRG.35017	Zm00001d013937
MSTRG.35022	Zm00001d013940
MSTRG.35023	Zm00001d013941
MSTRG.35024	Zm00001d013943
MSTRG.35025	Zm00001d013944
MSTRG.35027	Zm00001d013947
MSTRG.35029	Zm00001d013948
MSTRG.35030	Zm00001d013949
MSTRG.35031	Zm00001d013950
MSTRG.35032	Zm00001d013951
MSTRG.35032	Zm00001d013954
MSTRG.35034	Zm00001d013953
MSTRG.35037	Zm00001d013955
MSTRG.35038	Zm00001d013956
MSTRG.35040	Zm00001d013957
MSTRG.35041	Zm00001d013958
MSTRG.35042	Zm00001d013985
MSTRG.35042	Zm00001d013992
MSTRG.35045	Zm00001d013986
MSTRG.35046	Zm00001d013988
MSTRG.35047	Zm00001d013989
MSTRG.35049	Zm00001d013990
MSTRG.35050	Zm00001d013991
MSTRG.35051	Zm00001d013993
MSTRG.35054	Zm00001d013994
MSTRG.35056	Zm00001d013995
MSTRG.35057	Zm00001d013996
MSTRG.35063	Zm00001d013997
MSTRG.35064	Zm00001d014032
MSTRG.35066	Zm00001d014035
MSTRG.35068	Zm00001d013999
MSTRG.35069	Zm00001d014000
MSTRG.35070	Zm00001d014001
MSTRG.35071	Zm00001d014003
MSTRG.35074	Zm00001d014005
MSTRG.35076	Zm00001d014006
MSTRG.35078	Zm00001d014007
MSTRG.35079	Zm00001d014008
MSTRG.35080	Zm00001d014009
MSTRG.35081	Zm00001d014011
MSTRG.35083	Zm00001d014013
MSTRG.35084	Zm00001d014019
MSTRG.35086	Zm00001d014015
MSTRG.35087	Zm00001d014016
MSTRG.35089	Zm00001d014017
MSTRG.35090	Zm00001d014018
MSTRG.35092	Zm00001d014020
MSTRG.35093	Zm00001d014021
MSTRG.35094	Zm00001d014027
MSTRG.35097	Zm00001d014024
MSTRG.35098	Zm00001d014025
MSTRG.35099	Zm00001d014026
MSTRG.35101	Zm00001d014030
MSTRG.35102	Zm00001d014029
MSTRG.35104	Zm00001d014036
MSTRG.35105	Zm00001d014039
MSTRG.35108	Zm00001d014043
MSTRG.35113	Zm00001d014049
MSTRG.35115	Zm00001d014050
MSTRG.35116	Zm00001d014051
MSTRG.35118	Zm00001d014046
MSTRG.35122	Zm00001d014072
MSTRG.35124	Zm00001d014058
MSTRG.35125	Zm00001d014052
MSTRG.35126	Zm00001d014053
MSTRG.35127	Zm00001d014054
MSTRG.35128	Zm00001d014055
MSTRG.35130	Zm00001d014056
MSTRG.35133	Zm00001d014065
MSTRG.35136	Zm00001d014060
MSTRG.35138	Zm00001d014061
MSTRG.35139	Zm00001d014062
MSTRG.35141	Zm00001d014063
MSTRG.35142	Zm00001d014064
MSTRG.35143	Zm00001d014066
MSTRG.35148	Zm00001d014070
MSTRG.35149	Zm00001d014040
MSTRG.35152	Zm00001d014097
MSTRG.35153	Zm00001d014094
MSTRG.35156	Zm00001d014073
MSTRG.35157	Zm00001d014074
MSTRG.35160	Zm00001d014075
MSTRG.35161	Zm00001d014076
MSTRG.35162	Zm00001d014078
MSTRG.35163	Zm00001d014079
MSTRG.35165	Zm00001d014080
MSTRG.35166	Zm00001d014081
MSTRG.35167	Zm00001d014082
MSTRG.35168	Zm00001d014083
MSTRG.35169	Zm00001d014091
MSTRG.35170	Zm00001d014084
MSTRG.35171	Zm00001d014090
MSTRG.35173	Zm00001d014085
MSTRG.35175	Zm00001d014086
MSTRG.35176	Zm00001d014087
MSTRG.35177	Zm00001d014088
MSTRG.35178	Zm00001d014089
MSTRG.35180	Zm00001d014093
MSTRG.35182	Zm00001d014038
MSTRG.35184	Zm00001d014037
MSTRG.35187	Zm00001d014033
MSTRG.35189	Zm00001d014119
MSTRG.35190	Zm00001d014121
MSTRG.35194	Zm00001d014098
MSTRG.35195	Zm00001d014099
MSTRG.35196	Zm00001d014100
MSTRG.35197	Zm00001d014101
MSTRG.35198	Zm00001d014102
MSTRG.35200	Zm00001d014103
MSTRG.35203	Zm00001d014104
MSTRG.35205	Zm00001d014106
MSTRG.35206	Zm00001d014107
MSTRG.35207	Zm00001d014108
MSTRG.35209	Zm00001d014109
MSTRG.35212	Zm00001d014110
MSTRG.35213	Zm00001d014111
MSTRG.35214	Zm00001d014116
MSTRG.35215	Zm00001d014112
MSTRG.35216	Zm00001d014113
MSTRG.35217	Zm00001d014114
MSTRG.35218	Zm00001d014115
MSTRG.35219	Zm00001d014122
MSTRG.35221	Zm00001d014123
MSTRG.35224	Zm00001d014124
MSTRG.35226	Zm00001d014134
MSTRG.35229	Zm00001d014135
MSTRG.35238	Zm00001d014132
MSTRG.35240	Zm00001d014126
MSTRG.35241	Zm00001d014127
MSTRG.35242	Zm00001d014128
MSTRG.35244	Zm00001d014129
MSTRG.35246	Zm00001d014133
MSTRG.35249	Zm00001d014138
MSTRG.35253	Zm00001d014139
MSTRG.35255	Zm00001d014140
MSTRG.35256	Zm00001d014146
MSTRG.35258	Zm00001d014141
MSTRG.35259	Zm00001d014142
MSTRG.35260	Zm00001d014143
MSTRG.35263	Zm00001d014145
MSTRG.35264	Zm00001d014147
MSTRG.35265	Zm00001d014148
MSTRG.35267	Zm00001d014149
MSTRG.35268	Zm00001d014150
MSTRG.35269	Zm00001d014151
MSTRG.35270	Zm00001d014152
MSTRG.35272	Zm00001d014153
MSTRG.35273	Zm00001d014155
MSTRG.35275	Zm00001d014157
MSTRG.35278	Zm00001d014161
MSTRG.35279	Zm00001d014158
MSTRG.35280	Zm00001d014159
MSTRG.35283	Zm00001d014160
MSTRG.35284	Zm00001d014162
MSTRG.35286	Zm00001d014163
MSTRG.35287	Zm00001d014164
MSTRG.35289	Zm00001d014165
MSTRG.35290	Zm00001d014166
MSTRG.35291	Zm00001d014167
MSTRG.35292	Zm00001d014168
MSTRG.35294	Zm00001d014178
MSTRG.35295	Zm00001d014169
MSTRG.35297	Zm00001d014170
MSTRG.35299	Zm00001d014171
MSTRG.35300	Zm00001d014172
MSTRG.35301	Zm00001d014173
MSTRG.35302	Zm00001d014175
MSTRG.35303	Zm00001d014177
MSTRG.35305	Zm00001d014179
MSTRG.35306	Zm00001d014180
MSTRG.35308	Zm00001d014181
MSTRG.35310	Zm00001d014183
MSTRG.35311	Zm00001d014184
MSTRG.35312	Zm00001d014186
MSTRG.35312	Zm00001d014187
MSTRG.35313	Zm00001d014185
MSTRG.35316	Zm00001d014198
MSTRG.35318	Zm00001d013858
MSTRG.35320	Zm00001d013850
MSTRG.35321	Zm00001d013851
MSTRG.35322	Zm00001d013852
MSTRG.35324	Zm00001d013853
MSTRG.35325	Zm00001d013854
MSTRG.35326	Zm00001d013855
MSTRG.35327	Zm00001d013856
MSTRG.35329	Zm00001d013859
MSTRG.35330	Zm00001d013857
MSTRG.35333	Zm00001d013863
MSTRG.35333	Zm00001d013865
MSTRG.35334	Zm00001d013860
MSTRG.35335	Zm00001d013861
MSTRG.35336	Zm00001d013862
MSTRG.35340	Zm00001d013864
MSTRG.35343	Zm00001d013867
MSTRG.35344	Zm00001d013868
MSTRG.35345	Zm00001d013872
MSTRG.35347	Zm00001d013869
MSTRG.35348	Zm00001d013870
MSTRG.35349	Zm00001d013871
MSTRG.35351	Zm00001d013873
MSTRG.35352	Zm00001d013874
MSTRG.35355	Zm00001d013875
MSTRG.35356	Zm00001d013879
MSTRG.35357	Zm00001d013878
MSTRG.35359	Zm00001d013885
MSTRG.35360	Zm00001d013884
MSTRG.35361	Zm00001d013886
MSTRG.35362	Zm00001d013893
MSTRG.35363	Zm00001d013887
MSTRG.35365	Zm00001d013890
MSTRG.35366	Zm00001d013891
MSTRG.35369	Zm00001d013892
MSTRG.35369	Zm00001d013894
MSTRG.35370	Zm00001d013907
MSTRG.35372	Zm00001d013895
MSTRG.35373	Zm00001d013911
MSTRG.35375	Zm00001d013896
MSTRG.35376	Zm00001d013898
MSTRG.35377	Zm00001d013899
MSTRG.35378	Zm00001d013900
MSTRG.35379	Zm00001d013901
MSTRG.35381	Zm00001d013903
MSTRG.35382	Zm00001d013904
MSTRG.35384	Zm00001d013906
MSTRG.35386	Zm00001d013908
MSTRG.35387	Zm00001d013910
MSTRG.35388	Zm00001d013909
MSTRG.35390	Zm00001d014200
MSTRG.35391	Zm00001d014205
MSTRG.35394	Zm00001d014201
MSTRG.35395	Zm00001d014199
MSTRG.35396	Zm00001d014202
MSTRG.35399	Zm00001d014203
MSTRG.35400	Zm00001d014204
MSTRG.35403	Zm00001d014212
MSTRG.35406	Zm00001d014207
MSTRG.35407	Zm00001d014208
MSTRG.35408	Zm00001d014209
MSTRG.35410	Zm00001d014227
MSTRG.35413	Zm00001d014188
MSTRG.35414	Zm00001d014192
MSTRG.35420	Zm00001d014189
MSTRG.35421	Zm00001d014190
MSTRG.35422	Zm00001d014194
MSTRG.35422	Zm00001d014196
MSTRG.35423	Zm00001d014191
MSTRG.35427	Zm00001d014193
MSTRG.35428	Zm00001d014195
MSTRG.35429	Zm00001d014216
MSTRG.35433	Zm00001d014217
MSTRG.35435	Zm00001d014219
MSTRG.35436	Zm00001d014222
MSTRG.35437	Zm00001d014223
MSTRG.35439	Zm00001d014224
MSTRG.35440	Zm00001d014226
MSTRG.35441	Zm00001d014233
MSTRG.35442	Zm00001d014235
MSTRG.35445	Zm00001d014236
MSTRG.35446	Zm00001d014237
MSTRG.35447	Zm00001d014232
MSTRG.35448	Zm00001d014243
MSTRG.35449	Zm00001d014244
MSTRG.35450	Zm00001d014239
MSTRG.35454	Zm00001d014241
MSTRG.35458	Zm00001d014242
MSTRG.35459	Zm00001d014250
MSTRG.35460	Zm00001d014246
MSTRG.35461	Zm00001d014249
MSTRG.35463	Zm00001d014253
MSTRG.35464	Zm00001d014252
MSTRG.35465	Zm00001d014256
MSTRG.35466	Zm00001d014254
MSTRG.35467	Zm00001d014255
MSTRG.35478	Zm00001d014260
MSTRG.35479	Zm00001d014258
MSTRG.35481	Zm00001d014262
MSTRG.35482	Zm00001d014263
MSTRG.35484	Zm00001d014268
MSTRG.35485	Zm00001d014269
MSTRG.35486	Zm00001d014270
MSTRG.35487	Zm00001d014271
MSTRG.35488	Zm00001d014272
MSTRG.35489	Zm00001d014261
MSTRG.35492	Zm00001d014282
MSTRG.35493	Zm00001d014280
MSTRG.35499	Zm00001d014275
MSTRG.35500	Zm00001d014276
MSTRG.35501	Zm00001d014278
MSTRG.35507	Zm00001d014284
MSTRG.35510	Zm00001d014285
MSTRG.35511	Zm00001d014291
MSTRG.35512	Zm00001d014286
MSTRG.35513	Zm00001d014294
MSTRG.35514	Zm00001d014290
MSTRG.35515	Zm00001d014292
MSTRG.35519	Zm00001d014297
MSTRG.35523	Zm00001d014299
MSTRG.35524	Zm00001d014300
MSTRG.35525	Zm00001d014306
MSTRG.35526	Zm00001d014302
MSTRG.35526	Zm00001d014303
MSTRG.35526	Zm00001d014302
MSTRG.35526	Zm00001d014303
MSTRG.35527	Zm00001d014304
MSTRG.35533	Zm00001d014308
MSTRG.35534	Zm00001d014309
MSTRG.35537	Zm00001d014311
MSTRG.35539	Zm00001d014313
MSTRG.35542	Zm00001d014314
MSTRG.35544	Zm00001d014315
MSTRG.35545	Zm00001d014316
MSTRG.35546	Zm00001d014317
MSTRG.35547	Zm00001d014332
MSTRG.35550	Zm00001d014335
MSTRG.35552	Zm00001d014338
MSTRG.35553	Zm00001d014337
MSTRG.35558	Zm00001d014319
MSTRG.35559	Zm00001d014318
MSTRG.35560	Zm00001d014325
MSTRG.35561	Zm00001d014321
MSTRG.35562	Zm00001d014330
MSTRG.35563	Zm00001d014324
MSTRG.35565	Zm00001d014326
MSTRG.35566	Zm00001d014327
MSTRG.35567	Zm00001d014328
MSTRG.35568	Zm00001d014329
MSTRG.35569	Zm00001d014331
MSTRG.35570	Zm00001d014340
MSTRG.35584	Zm00001d014341
MSTRG.35585	Zm00001d014349
MSTRG.35586	Zm00001d014343
MSTRG.35588	Zm00001d014344
MSTRG.35594	Zm00001d014345
MSTRG.35596	Zm00001d014347
MSTRG.35597	Zm00001d014348
MSTRG.35599	Zm00001d014350
MSTRG.35600	Zm00001d014351
MSTRG.35602	Zm00001d014365
MSTRG.35603	Zm00001d014366
MSTRG.35604	Zm00001d014355
MSTRG.35605	Zm00001d014353
MSTRG.35607	Zm00001d014356
MSTRG.35608	Zm00001d014357
MSTRG.35609	Zm00001d014358
MSTRG.35610	Zm00001d014359
MSTRG.35611	Zm00001d014360
MSTRG.35612	Zm00001d014361
MSTRG.35613	Zm00001d014364
MSTRG.35614	Zm00001d014367
MSTRG.35615	Zm00001d014368
MSTRG.35616	Zm00001d014369
MSTRG.35619	Zm00001d014373
MSTRG.35620	Zm00001d014376
MSTRG.35625	Zm00001d014377
MSTRG.35627	Zm00001d014387
MSTRG.35628	Zm00001d014388
MSTRG.35630	Zm00001d014389
MSTRG.35631	Zm00001d014378
MSTRG.35631	Zm00001d014379
MSTRG.35635	Zm00001d014381
MSTRG.35636	Zm00001d014382
MSTRG.35638	Zm00001d014383
MSTRG.35639	Zm00001d014384
MSTRG.35641	Zm00001d014385
MSTRG.35644	Zm00001d014386
MSTRG.35646	Zm00001d014392
MSTRG.35647	Zm00001d014393
MSTRG.35648	Zm00001d014391
MSTRG.35649	Zm00001d014395
MSTRG.35650	Zm00001d014399
MSTRG.35651	Zm00001d014400
MSTRG.35652	Zm00001d014401
MSTRG.35653	Zm00001d014405
MSTRG.35656	Zm00001d014415
MSTRG.35658	Zm00001d014416
MSTRG.35659	Zm00001d014417
MSTRG.35663	Zm00001d014418
MSTRG.35665	Zm00001d014413
MSTRG.35666	Zm00001d014408
MSTRG.35667	Zm00001d014409
MSTRG.35669	Zm00001d014411
MSTRG.35671	Zm00001d014412
MSTRG.35674	Zm00001d014414
MSTRG.35678	Zm00001d014419
MSTRG.35683	Zm00001d014423
MSTRG.35684	Zm00001d014421
MSTRG.35687	Zm00001d014422
MSTRG.35689	Zm00001d014425
MSTRG.35690	Zm00001d014426
MSTRG.35695	Zm00001d014442
MSTRG.35696	Zm00001d014443
MSTRG.35697	Zm00001d014447
MSTRG.35706	Zm00001d014456
MSTRG.35707	Zm00001d014449
MSTRG.35708	Zm00001d014451
MSTRG.35711	Zm00001d014452
MSTRG.35712	Zm00001d014453
MSTRG.35713	Zm00001d014454
MSTRG.35714	Zm00001d014455
MSTRG.35715	Zm00001d014445
MSTRG.35715	Zm00001d014446
MSTRG.35716	Zm00001d014444
MSTRG.35720	Zm00001d014462
MSTRG.35721	Zm00001d014458
MSTRG.35722	Zm00001d014459
MSTRG.35723	Zm00001d014460
MSTRG.35724	Zm00001d014461
MSTRG.35726	Zm00001d014463
MSTRG.35728	Zm00001d014464
MSTRG.35729	Zm00001d014468
MSTRG.35730	Zm00001d014467
MSTRG.35732	Zm00001d014427
MSTRG.35733	Zm00001d014428
MSTRG.35734	Zm00001d014429
MSTRG.35735	Zm00001d014435
MSTRG.35736	Zm00001d014438
MSTRG.35740	Zm00001d014434
MSTRG.35741	Zm00001d014436
MSTRG.35747	Zm00001d014470
MSTRG.35748	Zm00001d014469
MSTRG.35750	Zm00001d014475
MSTRG.35751	Zm00001d014476
MSTRG.35752	Zm00001d014477
MSTRG.35753	Zm00001d014479
MSTRG.35754	Zm00001d014478
MSTRG.35755	Zm00001d014481
MSTRG.35756	Zm00001d014483
MSTRG.35758	Zm00001d014471
MSTRG.35762	Zm00001d014472
MSTRG.35764	Zm00001d014473
MSTRG.35768	Zm00001d014474
MSTRG.35772	Zm00001d014508
MSTRG.35773	Zm00001d014509
MSTRG.35774	Zm00001d014507
MSTRG.35776	Zm00001d014503
MSTRG.35778	Zm00001d014505
MSTRG.35779	Zm00001d014506
MSTRG.35780	Zm00001d014513
MSTRG.35781	Zm00001d014488
MSTRG.35782	Zm00001d014485
MSTRG.35784	Zm00001d014486
MSTRG.35786	Zm00001d014493
MSTRG.35787	Zm00001d014487
MSTRG.35788	Zm00001d014489
MSTRG.35789	Zm00001d014490
MSTRG.35790	Zm00001d014491
MSTRG.35793	Zm00001d014492
MSTRG.35795	Zm00001d014494
MSTRG.35796	Zm00001d014495
MSTRG.35797	Zm00001d014496
MSTRG.35798	Zm00001d014497
MSTRG.35800	Zm00001d014498
MSTRG.35802	Zm00001d014499
MSTRG.35803	Zm00001d014500
MSTRG.35804	Zm00001d014512
MSTRG.35805	Zm00001d014510
MSTRG.35806	Zm00001d014511
MSTRG.35807	Zm00001d014517
MSTRG.35809	Zm00001d014514
MSTRG.35810	Zm00001d014519
MSTRG.35811	Zm00001d014515
MSTRG.35812	Zm00001d014516
MSTRG.35813	Zm00001d014518
MSTRG.35814	Zm00001d014525
MSTRG.35815	Zm00001d014520
MSTRG.35816	Zm00001d014521
MSTRG.35817	Zm00001d014523
MSTRG.35818	Zm00001d014524
MSTRG.35819	Zm00001d014526
MSTRG.35820	Zm00001d014527
MSTRG.35821	Zm00001d014528
MSTRG.35822	Zm00001d014529
MSTRG.35823	Zm00001d014532
MSTRG.35824	Zm00001d014530
MSTRG.35827	Zm00001d014533
MSTRG.35829	Zm00001d014535
MSTRG.35830	Zm00001d014540
MSTRG.35832	Zm00001d014542
MSTRG.35833	Zm00001d014543
MSTRG.35835	Zm00001d014544
MSTRG.35836	Zm00001d014546
MSTRG.35837	Zm00001d014547
MSTRG.35837	Zm00001d014548
MSTRG.35838	Zm00001d014549
MSTRG.35839	Zm00001d014550
MSTRG.35841	Zm00001d014553
MSTRG.35842	Zm00001d014554
MSTRG.35843	Zm00001d014559
MSTRG.35844	Zm00001d014562
MSTRG.35845	Zm00001d014555
MSTRG.35849	Zm00001d014556
MSTRG.35850	Zm00001d014557
MSTRG.35854	Zm00001d014558
MSTRG.35858	Zm00001d014563
MSTRG.35860	Zm00001d014560
MSTRG.35861	Zm00001d014561
MSTRG.35862	Zm00001d014564
MSTRG.35863	Zm00001d014565
MSTRG.35864	Zm00001d014567
MSTRG.35865	Zm00001d014568
MSTRG.35866	Zm00001d014569
MSTRG.35867	Zm00001d014570
MSTRG.35876	Zm00001d014577
MSTRG.35878	Zm00001d014609
MSTRG.35879	Zm00001d014608
MSTRG.35880	Zm00001d014612
MSTRG.35881	Zm00001d014610
MSTRG.35882	Zm00001d014611
MSTRG.35884	Zm00001d014585
MSTRG.35886	Zm00001d014583
MSTRG.35887	Zm00001d014582
MSTRG.35889	Zm00001d014584
MSTRG.35890	Zm00001d014587
MSTRG.35892	Zm00001d014588
MSTRG.35893	Zm00001d014589
MSTRG.35894	Zm00001d014590
MSTRG.35895	Zm00001d014591
MSTRG.35898	Zm00001d014592
MSTRG.35899	Zm00001d014593
MSTRG.35900	Zm00001d014594
MSTRG.35901	Zm00001d014600
MSTRG.35902	Zm00001d014595
MSTRG.35903	Zm00001d014596
MSTRG.35904	Zm00001d014597
MSTRG.35905	Zm00001d014598
MSTRG.35907	Zm00001d014599
MSTRG.35909	Zm00001d014601
MSTRG.35910	Zm00001d014602
MSTRG.35911	Zm00001d014603
MSTRG.35912	Zm00001d014606
MSTRG.35914	Zm00001d014580
MSTRG.35915	Zm00001d014581
MSTRG.35916	Zm00001d014575
MSTRG.35919	Zm00001d014571
MSTRG.35920	Zm00001d014572
MSTRG.35921	Zm00001d014574
MSTRG.35922	Zm00001d014623
MSTRG.35924	Zm00001d014624
MSTRG.35926	Zm00001d014625
MSTRG.35929	Zm00001d014626
MSTRG.35936	Zm00001d014613
MSTRG.35936	Zm00001d014614
MSTRG.35936	Zm00001d014615
